detected_at,your_item_id,your_item_url,infringing_seller_display,infringing_item_url,infringing_item_id,infringing_image_preview,match_evidence,message_subject,message_body,status
2026-02-15T10:27:55.854251Z,v1|306771666109|0,https://www.ebay.com/itm/306771666109?_skw=a&hash=item476d0424bd:g:c4MAAeSwKZtnvFUy,stevenmorrisbooks,https://www.ebay.com/itm/306665292830?hash=item4766ad041e:g:c4MAAeSwKZtnvFUy,v1|306665292830|0,https://i.ebayimg.com/images/g/c4MAAeSwKZtnvFUy/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|306665292830|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:27 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/306771666109?_skw=a&hash=item476d0424bd:g:c4MAAeSwKZtnvFUy",NEW
2026-02-15T10:27:56.881421Z,v1|306771666119|0,https://www.ebay.com/itm/306771666119?_skw=a&hash=item476d0424c7:g:KxkAAOSwV9ZlxTkM,stevenmorrisbooks,https://www.ebay.com/itm/306665292822?hash=item4766ad0416:g:KxkAAOSwV9ZlxTkM,v1|306665292822|0,https://i.ebayimg.com/images/g/KxkAAOSwV9ZlxTkM/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|306665292822|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:27 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/306771666119?_skw=a&hash=item476d0424c7:g:KxkAAOSwV9ZlxTkM",NEW
2026-02-15T10:27:57.780836Z,v1|306771666097|0,https://www.ebay.com/itm/306771666097?_skw=a&hash=item476d0424b1:g:XjMAAeSwfjxopu~F,stevenmorrisbooks,https://www.ebay.com/itm/306665292842?hash=item4766ad042a:g:XjMAAeSwfjxopu~F,v1|306665292842|0,https://i.ebayimg.com/images/g/XjMAAeSwfjxopu~F/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|306665292842|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:27 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/306771666097?_skw=a&hash=item476d0424b1:g:XjMAAeSwfjxopu~F",NEW
2026-02-15T10:27:58.767775Z,v1|306771666103|0,https://www.ebay.com/itm/306771666103?_skw=a&hash=item476d0424b7:g:FIQAAOSwgD9j-6Gn,stevenmorrisbooks,https://www.ebay.com/itm/306665291703?hash=item4766acffb7:g:FIQAAOSwgD9j-6Gn,v1|306665291703|0,https://i.ebayimg.com/images/g/FIQAAOSwgD9j-6Gn/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|306665291703|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:27 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/306771666103?_skw=a&hash=item476d0424b7:g:FIQAAOSwgD9j-6Gn",NEW
2026-02-15T10:28:38.860239Z,v1|366202940360|0,https://www.ebay.com/itm/366202940360?_skw=a&hash=item5543656bc8:g:6dgAAOSwLitf~puZ,magersandquinn,https://www.ebay.com/itm/134567762731?hash=item1f54dd1b2b:g:6dgAAOSwLitf~puZ,v1|134567762731|0,https://i.ebayimg.com/images/g/6dgAAOSwLitf~puZ/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|134567762731|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:28 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940360?_skw=a&hash=item5543656bc8:g:6dgAAOSwLitf~puZ",NEW
2026-02-15T10:28:41.468425Z,v1|389625482027|0,https://www.ebay.com/itm/389625482027?_skw=a&hash=item5ab77d0b2b:g:7pwAAOSwYL9Zu0nX,halfpricebooksinc,https://www.ebay.com/itm/177781265614?hash=item296496d4ce:g:7pwAAOSwYL9Zu0nX,v1|177781265614|0,https://i.ebayimg.com/images/g/7pwAAOSwYL9Zu0nX/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|177781265614|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:28 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/389625482027?_skw=a&hash=item5ab77d0b2b:g:7pwAAOSwYL9Zu0nX",NEW
2026-02-15T10:28:43.268770Z,v1|358220632642|0,https://www.ebay.com/itm/358220632642?_skw=a&hash=item53679d1242:g:gtAAAOSw3v5YrfWY,thrift.books,https://www.ebay.com/itm/197501588615?hash=item2dfc031487:g:gtAAAOSw3v5YrfWY,v1|197501588615|0,https://i.ebayimg.com/images/g/gtAAAOSw3v5YrfWY/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|197501588615|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:28 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/358220632642?_skw=a&hash=item53679d1242:g:gtAAAOSw3v5YrfWY",NEW
2026-02-15T10:28:45.139594Z,v1|358220632643|0,https://www.ebay.com/itm/358220632643?_skw=a&hash=item53679d1243:g:eYQAAOSwUnFZrNUg,thrift.books,https://www.ebay.com/itm/146973301244?hash=item22384a99fc:g:eYQAAOSwUnFZrNUg,v1|146973301244|0,https://i.ebayimg.com/images/g/eYQAAOSwUnFZrNUg/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|146973301244|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:28 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/358220632643?_skw=a&hash=item53679d1243:g:eYQAAOSwUnFZrNUg",NEW
2026-02-15T10:28:47.468994Z,v1|358220632648|0,https://www.ebay.com/itm/358220632648?_skw=a&hash=item53679d1248:g:ckEAAOSwqU5ZwLJX,gulfcoastllc,https://www.ebay.com/itm/306493616751?hash=item475c71726f:g:ckEAAOSwqU5ZwLJX,v1|306493616751|0,https://i.ebayimg.com/images/g/ckEAAOSwqU5ZwLJX/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|306493616751|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:28 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/358220632648?_skw=a&hash=item53679d1248:g:ckEAAOSwqU5ZwLJX",NEW
2026-02-15T10:28:48.764262Z,v1|358220632677|0,https://www.ebay.com/itm/358220632677?_skw=a&hash=item53679d1265:g:aYIAAOSw34Jf~yZw,thrift.books,https://www.ebay.com/itm/144075152447?hash=item218b8c5c3f:g:aYIAAOSw34Jf~yZw,v1|144075152447|0,https://i.ebayimg.com/images/g/aYIAAOSw34Jf~yZw/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|144075152447|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:28 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/358220632677?_skw=a&hash=item53679d1265:g:aYIAAOSw34Jf~yZw",NEW
2026-02-15T10:28:59.820805Z,v1|366202940296|0,https://www.ebay.com/itm/366202940296?_skw=a&hash=item5543656b88:g:Gb4AAOSwWxNYpYmS,silveradook,https://www.ebay.com/itm/135478793515?hash=item1f8b2a552b:g:Gb4AAOSwWxNYpYmS,v1|135478793515|0,https://i.ebayimg.com/images/g/Gb4AAOSwWxNYpYmS/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|135478793515|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:28 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940296?_skw=a&hash=item5543656b88:g:Gb4AAOSwWxNYpYmS",NEW
2026-02-15T10:29:00.873219Z,v1|366202940298|0,https://www.ebay.com/itm/366202940298?_skw=a&hash=item5543656b8a:g:SwsAAOSwOgdf~bsY,freshlyprintedbooks,https://www.ebay.com/itm/297527181195?hash=item4546007f8b:g:SwsAAOSwOgdf~bsY,v1|297527181195|0,https://i.ebayimg.com/images/g/SwsAAOSwOgdf~bsY/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|297527181195|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940298?_skw=a&hash=item5543656b8a:g:SwsAAOSwOgdf~bsY",NEW
2026-02-15T10:29:04.760236Z,v1|366202940311|0,https://www.ebay.com/itm/366202940311?_skw=a&hash=item5543656b97:g:I8gAAOSwCkZZOVWK,thrift.books,https://www.ebay.com/itm/375686896667?hash=item5778af1c1b:g:I8gAAOSwCkZZOVWK,v1|375686896667|0,https://i.ebayimg.com/images/g/I8gAAOSwCkZZOVWK/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|375686896667|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940311?_skw=a&hash=item5543656b97:g:I8gAAOSwCkZZOVWK",NEW
2026-02-15T10:29:07.425459Z,v1|366202940315|0,https://www.ebay.com/itm/366202940315?_skw=a&hash=item5543656b9b:g:hNoAAOSwJa1ZrL7m,gulfcoastllc,https://www.ebay.com/itm/127684731927?hash=item1dba9a6417:g:hNoAAOSwJa1ZrL7m,v1|127684731927|0,https://i.ebayimg.com/images/g/hNoAAOSwJa1ZrL7m/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|127684731927|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940315?_skw=a&hash=item5543656b9b:g:hNoAAOSwJa1ZrL7m",NEW
2026-02-15T10:29:08.723963Z,v1|366202940317|0,https://www.ebay.com/itm/366202940317?_skw=a&hash=item5543656b9d:g:3FMAAOSw7GRZG7lJ,thrift.books,https://www.ebay.com/itm/195168152887?hash=item2d70edad37:g:3FMAAOSw7GRZG7lJ,v1|195168152887|0,https://i.ebayimg.com/images/g/3FMAAOSw7GRZG7lJ/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|195168152887|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940317?_skw=a&hash=item5543656b9d:g:3FMAAOSw7GRZG7lJ",NEW
2026-02-15T10:29:11.566375Z,v1|366202940318|0,https://www.ebay.com/itm/366202940318?_skw=a&hash=item5543656b9e:g:I4QAAOSwuxFY0436,jensonbooksinc,https://www.ebay.com/itm/157389802019?hash=item24a529ca23:g:I4QAAOSwuxFY0436,v1|157389802019|0,https://i.ebayimg.com/images/g/I4QAAOSwuxFY0436/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|157389802019|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940318?_skw=a&hash=item5543656b9e:g:I4QAAOSwuxFY0436",NEW
2026-02-15T10:29:17.334931Z,v1|366202940321|0,https://www.ebay.com/itm/366202940321?_skw=a&hash=item5543656ba1:g:gbUAAOSwlcdf~gQh,wonderbooks,https://www.ebay.com/itm/358079412018?hash=item535f323732:g:gbUAAOSwlcdf~gQh,v1|358079412018|0,https://i.ebayimg.com/images/g/gbUAAOSwlcdf~gQh/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|358079412018|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940321?_skw=a&hash=item5543656ba1:g:gbUAAOSwlcdf~gQh",NEW
2026-02-15T10:29:18.385104Z,v1|366202940330|0,https://www.ebay.com/itm/366202940330?_skw=a&hash=item5543656baa:g:wikAAOSwbrlf~1zC,newbookdeals,https://www.ebay.com/itm/365040411651?hash=item54fe1aa403:g:wikAAOSwbrlf~1zC,v1|365040411651|0,https://i.ebayimg.com/images/g/wikAAOSwbrlf~1zC/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|365040411651|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940330?_skw=a&hash=item5543656baa:g:wikAAOSwbrlf~1zC",NEW
2026-02-15T10:29:21.020306Z,v1|366202940331|0,https://www.ebay.com/itm/366202940331?_skw=a&hash=item5543656bab:g:7HoAAOSwTTlf~hWu,gulfcoastllc,https://www.ebay.com/itm/306755521929?hash=item476c0dcd89:g:7HoAAOSwTTlf~hWu,v1|306755521929|0,https://i.ebayimg.com/images/g/7HoAAOSwTTlf~hWu/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|306755521929|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940331?_skw=a&hash=item5543656bab:g:7HoAAOSwTTlf~hWu",NEW
2026-02-15T10:29:23.132008Z,v1|366202940337|0,https://www.ebay.com/itm/366202940337?_skw=a&hash=item5543656bb1:g:3KoAAOSwUqhf~rIj,shakespearebookhouse,https://www.ebay.com/itm/198039235605?hash=item2e1c0eec15:g:3KoAAOSwUqhf~rIj,v1|198039235605|0,https://i.ebayimg.com/images/g/3KoAAOSwUqhf~rIj/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|198039235605|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940337?_skw=a&hash=item5543656bb1:g:3KoAAOSwUqhf~rIj",NEW
2026-02-15T10:29:24.094523Z,v1|366202940343|0,https://www.ebay.com/itm/366202940343?_skw=a&hash=item5543656bb7:g:EQsAAOSwVKtZrXEo,greatbookprices1,https://www.ebay.com/itm/389625548540?hash=item5ab77e0efc:g:EQsAAOSwVKtZrXEo,v1|389625548540|0,https://i.ebayimg.com/images/g/EQsAAOSwVKtZrXEo/s-l225.jpg,both,画像使用の停止依頼（24時間以内）,"貴出品（Item ID: v1|389625548540|0）にて使用されている画像の一部が、当方が撮影・作成した画像と完全一致していることを確認しました。

つきましては、受信から24時間以内（2026-02-16 19:29 JST）に、該当画像の削除または出品内容の修正をお願いします。
期限までにご対応がない場合、権利保護のための次の対応を検討します。

対応後、このメッセージへ返信でご連絡ください。

（参考）当方の出品: https://www.ebay.com/itm/366202940343?_skw=a&hash=item5543656bb7:g:EQsAAOSwVKtZrXEo",NEW
